Gene,BRCA_1,BRCA_2,BRCA_3,Treated_1,Treated_2,Treated_3,Treated_4,Treated_5
Atg13,3051,3711,3990,2692,2510,2801,2758,2638
Atg16l2,194,179,225,154,135,145,163,165
Atg2a,662,723,775,539,546,585,652,546
Atg2b,269,215,283,175,180,167,247,270
Atg3,880,797,932,643,533,541,884,828
Atg4d,1532,1330,1460,1037,1022,781,1094,1360
Atg5,4598,4025,4762,3620,3316,3188,4026,4137
Atg7,42,26,18,16,16,21,94,156
Atg9a,1611,890,1092,1207,1120,1038,1651,1928
Atic,30,24,37,37,32,24,37,48
Atl3,372,295,340,527,592,567,403,414
Atoh8,3380,3977,4225,3288,3295,3470,2799,2379
Atox1,3128,2809,3215,3408,3393,3544,3118,2996
Atp10a,6661,5606,6679,4771,4865,4183,5508,6032
Atp10d,595,531,637,407,437,428,439,429
Atp11b,1804,2041,2222,1182,1072,1264,1312,1124
Atp13a2,6,9,10,9,4,8,5,3
Atp1a2,630,543,715,114,91,86,155,98
Atp1a3,7926,7448,8330,4286,4035,4022,7971,8040
Atp1b1,17735,15258,16847,31628,33487,33796,15944,16626
Atp2a2,385,180,250,272,266,246,257,199
Atp2a3,643,394,498,299,362,356,479,446
Atp2b2,2353,2343,2777,1812,1674,1421,1918,1851
Atp2b4,213,186,175,146,139,154,156,198
Atp2c1,1174,1082,1218,978,987,950,1061,918
Atp5a1,206,187,198,183,188,216,227,222
Atp5b,45,34,60,93,71,87,54,56
Atp5d,31,32,59,33,28,28,34,47
Atp5f1,1178,1241,1337,842,809,820,1281,1394
Atp5g1,9,1,5,4,10,9,13,13
Atp5g2,3,0,1,4,5,6,8,4
Atp5j,1175,928,1063,998,1017,842,1117,1259
Atp5j2,1323,1133,1275,1362,1324,1462,2799,2710
Atp5k,1704,1253,1531,1377,1444,1033,1509,1904
Atp5l-ps2,220,201,207,146,141,135,220,212
Atp5s,676,593,671,554,644,552,637,694
Atp5sl,335,199,295,123,122,159,133,134
Atp6ap1,1144,1482,1598,2277,2376,2747,1226,1033
Atp6ap2,50,47,40,132,131,135,90,74
Atp6v0a1,470,423,450,302,260,228,342,332
Atp6v0a2,1323,1695,1868,1325,1160,1255,1288,1229
Atp6v0a4,1854,1751,2093,1346,1280,1233,1388,1161
Atp6v0b,4,4,2,2,2,1,2,3
Atp6v0c,6,7,9,3,10,6,5,4
Atp6v0e2,7509,9652,11573,7538,6957,7411,7346,6886
Atp6v1c1,351,329,392,303,263,249,338,349
Atp6v1d,486,380,429,1083,1129,1242,615,630
Atp6v1g2,513,416,552,477,513,548,365,595
Atp7a,5,1,5,15,7,8,13,13
Atp7b,2063,1457,1657,1727,1704,1526,1943,1981
Atp8a1,1664,1455,1595,1353,1241,1208,1676,1621
Atp8a2,846,840,955,1041,1086,970,898,922
Atp8b3,1660,1743,2016,1300,1244,1279,1498,1379
Atp8b4,3586,3652,4131,4059,3924,4452,3700,3463
Atp8b5,9891,11888,12681,19483,18580,17794,13284,13099
Atp9a,1264,1171,1424,956,892,784,1008,1143
Atpaf1,336,258,309,236,243,169,270,365
Atpaf2,275,282,293,245,261,212,318,334
Atr,1067,1072,1191,1072,1118,997,1082,1188
Atrip,1295,1425,1550,1485,1448,1350,1210,1144
Atrn,340,302,362,220,198,150,277,252
Atrnl1,2,1,11,41,10,11,5,8
Atrx,246,107,146,296,295,255,207,195
Atxn1,1518,1459,1802,1776,1802,1906,1877,2061
Atxn2l,2839,2117,2523,2023,2091,1550,2147,2746
Atxn7l1,872,721,750,857,914,776,701,825
Atxn7l1os2,2390,2474,2699,2459,2235,2221,2587,2504
Atxn7l3b,444,200,233,560,637,467,409,843
AU019823,2854,2731,2981,2438,2416,2250,2829,2828
AU022252,46,52,54,11,13,24,47,36
AU040320,1235,1183,1299,1080,979,974,1234,1098
AU041133,1538,1488,1545,962,982,892,1337,1192
Auh,109,89,102,118,103,129,117,154
Aurka,69,73,157,79,68,92,50,69
Aurkb,1,5,7,8,10,6,8,8
Auts2,53,52,39,57,78,88,112,94
AV039307,54,52,61,104,89,112,77,96
Aven,728,700,753,642,711,591,754,804
Avpi1,404,384,457,418,390,345,410,444
Avpr1a,5747,6788,7115,8878,8903,9256,5835,5543
AW011738,1452,1038,1230,1210,1235,1132,1532,1564
AW112010,64,61,52,23,38,76,75,77
AW146154,2421,2367,2588,3074,2856,2930,2220,1875
AW209491,295,384,437,677,616,873,451,480
Axin2,2335,2931,3178,2757,2880,2682,2081,2287
AY036118,478,510,547,367,355,404,483,432
AY512931,1238,1122,1307,1294,1554,1281,1122,1163
B020004J07Rik,715,658,693,774,781,643,854,898
B130006D01Rik,837,948,1078,912,830,945,919,920
B130034C11Rik,11,7,8,16,18,21,15,11
B130055M24Rik,1068,794,884,701,663,768,895,681
B230118H07Rik,67,49,45,116,119,97,123,131
B230206L02Rik,477,393,460,455,461,390,526,573
B230216G23Rik,2497,2669,2822,2024,2025,2250,2424,2337
B230216N24Rik,9,2,11,1,2,4,4,2
B230307C23Rik,2478,2703,2999,1929,1976,1838,2531,2356
B230312C02Rik,1443,1320,1280,3916,1911,1538,2483,2798
B230317F23Rik,375,245,288,446,365,321,450,503
B230319C09Rik,775,742,939,651,627,773,746,703
B230325K18Rik,2496,2647,2805,2544,2398,2755,2582,2221
B230359F08Rik,3074,2783,3027,2906,2845,3053,2614,2478
B230369F24Rik,154,135,164,75,62,56,114,112
B330016D10Rik,1364,1337,1553,1191,1147,1089,1280,1341
B3galt4,981,1153,1287,797,718,778,876,783
B3galt6,1650,2037,1567,2117,2717,2425,3291,3477
B3glct,4488,4928,5223,3591,3563,3773,4532,4344
B3gnt1,547,627,645,691,658,627,644,605
B3gnt2,1736,1617,1810,1416,1307,1260,1722,1633
B3gnt5,10,13,9,9,11,6,14,7
B3gnt6,19,8,10,27,16,29,15,17
B3gnt8,1632,1683,1877,1279,1234,1225,1468,1434
B3gntl1,1614,1499,1607,1882,1639,1669,1852,1886
B430010I23Rik,41,105,93,71,73,78,45,65
B430203G13Rik,365,394,397,312,287,286,394,404
B430212C06Rik,15429,15568,16090,19108,22242,24423,19169,20331
B430219N15Rik,6,9,13,9,4,3,7,8
B430305J03Rik,601,679,690,609,599,608,670,634
B430306N03Rik,12,25,13,6,14,14,6,9
B4galnt2,250,189,227,227,211,235,251,243
B4galt1,1340,1148,1350,1035,945,894,1184,1260
B4galt2,1831,1223,1852,1504,1506,1287,1354,1569
B4galt3,1265,984,1099,1012,1081,892,1085,1194
B4galt4,8246,8473,9591,7544,7324,6748,8137,8281
B4galt5,15,12,8,5,4,5,7,4
B630005N14Rik,322,192,271,212,221,223,220,195
B630019A10Rik,4352,4223,4759,4448,4122,3958,4168,4000
B630019K06Rik,5675,5013,5678,5114,5265,4768,5375,5082
B930095G15Rik,792,669,800,1060,1125,1032,810,797
B9d1,21343,18444,20719,17701,17593,15225,19842,20055
B9d1os,15224,14557,17613,13593,12953,12238,14345,14782
Bace1,979,1056,1213,1018,982,918,1126,1126
Bach2,2924,2620,2910,2918,2718,3030,2889,2909
Bach2it1,5496,6521,6013,8410,8187,9868,6970,5806
Bad,255,180,203,594,628,600,557,603
Bag3,2913,2675,3251,2158,2075,1781,2320,2352
Bag4,637,669,731,658,653,592,879,753
Bag5,322,170,216,265,250,228,274,499
Bahd1,720,715,829,858,811,902,804,695
Bai2,196,150,180,98,118,117,157,152
Baiap2,33,22,20,2,3,6,43,30
Baiap2l1,338,237,338,41,22,60,59,52
Baiap2l2,125,55,69,95,131,105,94,232
Baiap3,51,28,28,26,21,32,41,11
Bambi,37,21,25,41,46,45,54,52
Banf1,702,448,422,1145,1039,1036,549,586
Bap1,22,27,38,26,28,38,19,20
Bard1,881,901,1065,894,877,764,993,1059
Batf,759,677,792,617,572,669,649,642
Batf3,142,127,144,162,166,172,175,213
Baz1b,1,2,0,3,2,0,6,4
Baz2a,194,180,214,16,17,41,50,40
Bbc3,2098,2213,2371,1757,1653,1883,2114,2060
Bbs1,939,911,1057,1029,1111,912,1115,1109
Bbs4,226,159,210,112,100,120,119,119
Bbs9,983,1063,1216,1159,1080,1034,882,965
BC002059,416,779,804,500,438,412,321,311
BC003331,10549,10080,10205,9049,8779,8704,11535,11831
BC005537,16036,14839,15576,40927,44177,40951,20954,20500
BC005561,6415,6364,7038,9159,9512,10083,7459,7822
BC005624,2133,1484,1893,459,477,527,663,460
BC007180,120,72,102,47,48,37,70,125
BC017643,5843,6386,6342,7405,7782,8589,8843,8492
BC018473,663,1612,1884,967,1156,1087,985,1321
BC022960,74,34,24,62,120,137,72,117
BC023105,11,5,13,9,14,16,12,9
BC023829,41,33,36,52,35,39,58,80
BC030336,723,566,628,796,668,551,1055,1068
BC030499,475,487,545,314,280,404,300,293
BC030867,877,779,864,896,938,779,841,856
BC034090,1248,725,816,1263,1315,1216,1474,1406
BC035044,933,1160,1129,1353,1349,1524,941,829
BC037032,324,254,275,329,334,353,380,365
BC039771,1279,1037,1311,1210,1224,1168,1136,1104
BC043934,2350,2671,2895,1720,1708,1886,2521,2191
BC046401,896,633,786,599,645,695,1008,1089
BC048403,17,41,52,28,55,34,18,19
BC049352,1512,1044,1148,971,926,1022,1251,1238
BC051142,468,428,498,369,333,318,353,353
BC051226,37,35,27,46,51,48,26,15
BC051628,5293,5298,5806,5076,4899,4876,5059,5051
BC052040,2883,2200,2693,2416,2534,2254,3142,3349
BC064078,2186,2145,2386,2267,2211,2146,2210,2135
BC067074,6737,4067,5311,20356,20945,19742,7798,8857
BC068281,60,42,60,70,108,100,36,64
BC094916,2048,1970,2182,1821,1821,1610,1891,1976
BC100451,50,55,63,77,73,76,114,137
BC106179,97,102,112,66,68,90,71,94
Bcap29,4,4,1,11,6,15,7,5
Bcar1,152,91,110,373,275,291,160,381
Bcas1,61,78,59,111,85,182,129,70
Bcas2,446,274,313,637,753,688,494,699
Bcas3,18,17,30,13,14,21,17,25
Bcat1,5,4,5,0,0,1,2,1
Bccip,1089,1066,1229,1473,1486,1381,1329,1259
Bcdin3d,2414,2039,2569,1543,1457,1554,1934,2200
Bche,30,23,28,60,66,60,42,56
Bckdha,1086,1083,1191,1081,1002,1057,1364,1362
Bckdhb,16,26,28,26,44,40,16,30
Bckdk,1153,1167,1320,1179,1086,1144,1420,1407
Bcl10,61,40,62,44,54,54,47,44
Bcl11a,7,0,5,8,2,10,15,19
Bcl11b,20,7,14,268,270,305,5,3
Bcl2,716,820,861,727,708,786,960,917
Bcl2a1b,1078,918,1066,911,938,890,994,1098
Bcl2l13,1898,1693,1869,1870,1738,1699,2106,2033
Bcl2l2,361,259,280,332,331,433,266,240
Bcl3,5,5,6,3,4,4,6,8
Bcl6,5,12,17,12,14,14,5,10
Bcl7c,5,3,4,2,7,5,1,0
Bcl9,33,35,30,1,0,0,46,32
Bcl9l,2245,2082,2167,2525,2788,2664,2663,2449
Bco2,255,212,210,259,265,261,297,338
Bcor,818,958,1114,753,721,814,953,880
Bcorl1,2493,2070,2305,2234,2376,2107,2204,2177
Bcr,2158,2165,2467,1948,1754,1905,1958,1744
Bdh1,253,226,325,150,152,126,137,124
Bdkrb2,19,14,22,8,13,15,17,24
Bdp1,1734,1834,2141,1594,1509,1398,1818,1860
Bean1,2959,2846,3022,10774,13768,11298,2395,2998
Becn1,730,689,814,526,485,452,586,611
Begain,958,767,930,666,652,527,916,783
Bend3,1737,1180,1344,1115,1131,1125,1535,1682
Bend4,4488,3616,3334,19275,20826,21125,7613,7684
Bend5,2142,2037,2258,1921,1825,1733,2142,2210
Bend6,205,75,102,95,78,76,70,79
Bend7,2,3,2,11,2,8,7,9
Best2,598,401,535,513,478,462,698,796
Best4-ps,7126,7557,8514,8039,8097,7819,7177,6662
Bet1,1100,1013,1169,972,907,900,1164,1209
Bet1l,51,42,42,64,61,73,137,185
Bex2,297,199,198,208,228,196,251,261
Bex4,24,16,17,92,69,55,20,18
Bglap3,803,1216,1001,682,749,834,610,527
Bhlhe40,34,29,23,60,48,53,30,32
Bicc1,564,569,544,440,467,429,561,558
Bicd1,8359,7683,9000,12327,12774,11807,12363,12462
Bicd2,74,98,128,42,65,74,38,40
Bik,2456,1808,2181,1716,1885,1345,1955,2391
Bin1,1434,1514,1520,1621,1506,1721,1681,1670
Bin3,407,371,349,240,284,275,320,297
Birc2,156,150,148,267,310,321,256,229
Birc3,32,15,29,178,127,131,32,64
Birc5,12,13,8,11,3,6,11,5
Blcap,13187,15512,17506,12841,11999,14046,12495,11511
Blk,5203,5323,5883,6328,6467,5835,6766,6865
Blmh,491,493,627,529,512,571,446,482
Blnk,1260,1048,1358,766,692,582,1021,1100
Bloc1s1,17,9,11,40,40,43,17,46
Bloc1s3,1159,1121,1324,1129,995,888,1278,1331
Bloc1s6,1889,1666,1827,1692,1648,1515,1878,1894
Blvrb,517,359,383,376,408,499,301,429
Blzf1,492,259,385,400,434,311,497,563
Bmf,22,26,32,75,66,71,58,71
Bmp1,2567,2128,2459,2196,2011,1966,2608,2482
Bmpr1a,4513,6990,7666,3713,3482,3983,3973,3823
Bmpr2,1704,1613,1718,3670,2692,2047,1950,2162
Bms1,5746,5570,6067,4413,4555,3875,4328,4209
Bnc2,2002,2010,2240,2127,2031,2092,1862,1672
Bnip1,2007,1998,2080,2253,2218,2100,2222,2225
Bola1,3839,4933,3950,8846,5298,4485,5576,4937
Bola2,997,926,1132,818,736,794,802,782
Boll,365,339,337,259,241,208,358,386
Bpgm,76,83,102,71,89,71,49,117
Bpnt1,1211,1126,1180,1409,1509,1413,1392,1443
Bptf,13,5,11,20,11,23,12,20
Brap,328,246,334,282,322,291,269,388
Brat1,405,338,413,232,243,238,363,294
Brca1,65,74,62,24,47,57,62,89
Brca2,126,105,92,75,67,84,86,76
Brcc3,2022,1741,1959,1750,1746,1621,1933,1985
Brd1,1887,1393,1686,1463,1422,1122,1630,1840
Brd3,93,37,71,37,65,44,50,47
Brd4,2400,1980,2269,2126,2161,1924,2408,2614
Brd7,1240,1207,1343,1473,1381,1316,1444,1395
Brdt,1208,1405,1551,1053,1119,1208,1475,1515
Brf1,1327,1558,1716,1235,1251,1213,1487,1331
Brf2,99,90,119,35,37,41,54,56
Bri3bp,869,818,928,648,665,590,975,996
Brinp2,1171,1133,1207,1336,1340,1338,1064,1062
Brip1,509,453,526,335,367,325,539,556
Brix1,643,405,501,651,647,653,604,618
Brms1,1947,2368,2499,1985,1893,2307,1620,1374
Brsk1,1268,1285,1347,996,1003,977,1122,1136
Brsk2,2045,2337,2661,2017,2088,1759,2027,1814
Brwd1,16143,15380,16681,13110,12847,11557,16489,15729
Bsdc1,6018,6220,5555,219,256,295,15542,14369
Bsg,539,498,551,459,398,361,531,513
Bst1,10,16,11,9,6,9,6,9
Btbd1,796,605,685,793,793,735,788,874
Btbd10,195,184,184,460,431,459,341,272
Btbd11,1296,1526,1631,1599,1499,1740,1684,1658
Btbd19,41,57,61,41,38,51,40,33
Btbd2,67,37,29,54,76,59,34,43
Btbd3,20,19,24,14,13,21,20,18
Btbd6,25,22,23,46,44,38,44,53
Btbd9,3108,3372,3531,855,816,848,4263,4074
Btd,420,354,485,291,263,213,289,362
Btf3,493,401,511,346,399,348,359,522
Btg3,13,21,27,38,33,46,19,22
Btla,11,3,5,1,6,4,15,8
Btnl10,554,578,665,607,604,643,613,615
Btrc,7828,6709,7901,7127,7383,6410,9109,9705
Bub1,3270,3187,3537,3597,3484,3170,3491,3643
Bub1b,171,180,157,146,113,127,178,169
Bub3,8,3,5,2,1,3,4,1
Bud13,4,3,3,2,5,6,3,6
Bud31,1306,1308,1627,1356,1199,1016,1489,1489
Bves,493,306,421,279,259,203,302,366
Bysl,1451,1041,1159,2174,2064,1951,1882,1954
Bzw1,21,16,24,27,41,31,29,33
C030013C21Rik,1593,1690,1927,1366,1274,1196,1711,1760
C030013D06Rik,35,39,39,66,48,58,51,36
C030017K20Rik,405,480,547,463,362,431,526,512
C030034I22Rik,602,557,629,380,337,292,428,453
C030037D09Rik,5211,5144,5928,3701,3947,3558,4505,4382
C030039L03Rik,4418,3962,4463,4168,4088,3723,4499,4451
C130026I21Rik,1967,1937,2221,1786,1592,1494,1818,1859
C130036L24Rik,3477,3451,4069,3419,3339,3553,3464,3280
C130050O18Rik,4539,5820,5813,4652,5071,5594,5147,5471
C130074G19Rik,19061,19439,22436,15459,15808,14388,18327,18690
C130080G10Rik,6,4,3,13,9,7,7,6
C1galt1,1696,1151,1239,2079,2004,2155,2228,2337
C1galt1c1,995,546,722,174,178,211,216,143
C1qb,5577,5384,5329,3596,3736,4082,5039,4052
C1qc,762,770,818,672,619,556,739,740
C1qtnf1,457,264,386,43,15,31,71,26
C1qtnf6,3,3,1,6,0,0,1,1
C1qtnf9,43,49,45,28,25,42,51,38
C1s1,41,47,37,137,77,105,58,88
C1s2,539,413,472,410,417,395,481,678
C2,2373,2291,2319,2416,2326,2230,2454,2415
C230034O21Rik,1877,1891,2106,2411,2178,2100,1970,2002
C230035I16Rik,6942,6029,7171,5074,4976,4396,5412,5458
C230062I16Rik,197,203,217,549,529,486,161,247
C2cd3,676,522,552,487,533,470,624,715
C2cd4b,3019,2459,2587,1550,1574,1346,2948,3331
C2CD4C,20,19,17,5,2,12,12,13
C3,293,327,388,377,317,319,322,363
C330006A16Rik,451,332,364,421,441,381,494,489
C330007P06Rik,479,458,544,378,369,389,446,441
C330011M18Rik,4667,4170,4835,5421,5355,5390,5274,5036
C330013J21Rik,18,24,22,43,41,69,48,52
C330018D20Rik,1878,1829,1952,1395,1287,1482,1576,1431
C330027C09Rik,1942,1849,2287,1912,2061,2149,2170,2123
C3ar1,10,20,14,4,5,7,21,14
C530005A16Rik,219,377,405,204,168,217,308,356
C530008M17Rik,904,707,982,679,612,547,730,791
C5ar1,6216,6461,7180,4935,4596,4810,6050,5799
C5ar2,533,554,580,998,931,910,893,967
C630043F03Rik,684,806,835,507,426,451,567,616
C730034F03Rik,306,364,424,187,187,215,232,203
C920021L13Rik,2885,2392,2860,1815,1826,1791,2572,2526
Caap1,1,1,1,5,2,5,4,5
Cab39l,482,478,588,553,319,406,439,407
Cabp1,4071,3755,5041,5662,5803,5845,4351,4512
Cabp4,900,903,977,786,787,634,818,818
Cabyr,870,1028,1182,772,803,858,722,643
Cacfd1,2497,2130,2345,2159,2471,2364,2797,2671
Cacna1e,329,326,342,285,316,312,352,334
Cacna1s,2792,2722,3026,2948,2812,2838,3028,2984
Cacna2d1,4216,4404,4893,4692,4701,4431,5030,4919
Cacna2d2,62,61,59,54,70,81,49,48
Cacna2d3,5387,6285,7064,5139,4898,4881,4757,4853
Cacna2d4,1159,1150,1267,1313,1334,1152,1411,1514
Cacnb1,695,655,755,685,735,686,759,884
Cacnb3,14,9,9,5,9,14,5,14
Cacng1,1206,1161,1363,1123,1137,1086,1139,1209
Cacng5,883,720,916,790,874,702,1022,1155
Cacng7,1608,1897,2008,1799,1839,1816,1887,1730
Cad,186,124,200,219,234,221,149,143
Cadm1,182,103,102,213,235,259,167,135
Cadps2,4954,3727,4604,5462,5863,4223,5317,6558
Cage1,120564,129609,139115,165981,163551,163070,164112,159264
Calcoco1,62,43,55,96,94,80,80,94
Calcrl,1025,1150,1133,977,957,807,954,874
Calhm2,826,599,763,1417,1360,1421,646,803
Calm2,319,245,267,219,244,197,366,355
Calm3,440,482,627,532,464,415,539,496
Calml4,8,2,4,1,1,1,2,6
Calr,34,38,40,9,13,33,29,25
Calr4,53451,47260,51954,80101,79301,76272,61306,59907
Camk2a,29,9,12,10,9,18,15,13
Camk2d,519,382,459,695,661,664,631,604
Camk2n2,449,266,401,475,492,562,481,455
Camkk1,372,256,290,336,457,597,250,208
Camkk2,1547,1483,1646,1345,1226,1141,1549,1521
Caml,66,67,81,40,44,37,75,59
Camta1,251,218,260,175,169,127,186,217
Camta2,2175,2271,2617,2232,2178,2022,2322,2467
Cand1,1244,1246,1372,1116,1042,1030,1182,1108
Cand2,1541,1450,1691,1399,1285,1252,1667,1665
Canx,1624,1438,1603,1228,1141,1160,1323,1367
Cap1,553,689,688,457,352,402,517,445
Capn1,3556,3070,3457,4341,4325,4026,4006,4369
Capn10,93,77,103,83,77,50,119,108
Capn15,2421,2460,2732,2527,2497,2434,2538,2511
Capn2,5039,4070,4754,5109,5307,4433,5203,5564
Capn3,19408,20274,20954,26984,27132,24941,31282,32350
Capn5,148,113,140,71,71,62,85,78
Capn6,1226,807,825,1416,1213,1218,2131,1973
Capn7,6508,5140,6016,5316,5729,4402,5916,6522
Capns2,423,397,397,503,524,479,547,486
Caprin1,11,13,12,11,10,11,2,37
Caprin2,3764,3393,3670,2992,3062,3131,4717,4726
Caps2,665,514,453,456,485,569,782,860
Capza2,20,13,14,54,42,47,15,19
Capzb,1070,1076,1326,1034,999,970,1190,1146
Car12,1106,985,1151,539,589,569,784,864
Car13,3970,3542,3891,4512,4623,4498,4341,4249
Car14,9132,11171,12332,9696,9789,9926,9117,8596
Car15,1534,1317,1406,2272,2125,2212,2034,1951
Car2,237,171,233,172,159,143,215,213
Car5b,2816,2865,3135,3133,3079,3492,3307,3274
Car7,588,487,628,674,579,536,603,641
Car9,1099,1152,1305,1156,1237,1106,1141,1137
Card10,12,2,6,16,6,8,3,3
Card14,1879,1970,2157,2270,2236,2387,1957,1847
Card6,741,711,712,744,667,735,745,682
Card9,192,145,152,159,158,123,195,205
Carf,7785,10960,11276,8073,8462,9539,8846,7712
Cars2,561,530,583,750,758,781,695,656
Casc1,839,711,800,379,260,311,351,271
Casc3,4968,4642,5311,5901,5942,5495,6031,6261
Cask,3696,3663,3988,4771,4971,4329,4837,4958
Caskin1,221,129,199,209,217,157,266,294
Caskin2,479,455,502,362,347,374,513,478
Casp1,12,9,10,17,15,21,9,4
Casp2,2248,2481,2550,3054,3145,2749,2826,3026
Casp6,326,299,315,343,351,281,397,375
Casp7,953,981,1140,1332,1340,1362,1013,980
Casp8,717,569,726,751,666,669,1036,1092
Casp9,1655,1616,1667,1981,1921,1883,2000,1924
Casq1,814,619,792,1316,1484,1165,904,834
Casq2,135,50,87,211,185,131,235,306
Cast,2505,2532,2737,2920,2534,2390,2567,2404
Casz1,2512,2297,2827,2301,2329,2372,2245,2069
Catsper2,1789,1633,1660,1488,1464,1567,1825,1675
Catsper3,5198,4991,5018,6120,6406,6709,6036,5493
Catsperd,1261,1035,1205,1232,1261,1176,1334,1452
Cav1,8,6,8,31,34,38,14,10
Cav2,4706,4294,4665,3627,3893,3831,4369,4373
Cbfa2t2,6,12,10,16,24,18,39,41
Cbfa2t3,2836,3476,3804,2790,2749,2690,2606,2359
Cbfb,19098,24142,26093,17070,14959,14797,30334,29585
Cblb,245,241,288,197,242,212,257,261
Cbll1,18,14,24,39,44,43,16,22
Cbln3,4351,4660,4932,4120,4077,3746,4992,5055
Cbr1,229,69,105,60,68,66,73,115
Cbr2,3113,3587,3770,3629,3568,3739,3647,3534
Cbr4,36,45,46,36,23,22,49,49
Cbx2,375,428,437,130,117,158,500,419
Cbx3,47,39,54,35,55,35,56,57
Cbx4,39,21,30,20,24,26,10,27
Cbx5,2004,1866,2080,1584,1426,1189,1736,1902
Cbx8,274,238,259,195,157,217,248,175
Cby1,190,251,310,46,40,47,97,89
Cc2d1b,2267,2211,2446,1634,1554,1643,2158,2228
Ccar1,1044,773,930,1216,1148,1203,1009,986
Ccbe1,3125,2819,3337,1965,1700,1581,2509,2546
Ccbl1,6,6,4,4,7,6,3,2
Ccbl2,1422,1243,1377,1343,1307,1281,1654,1625
Ccdc101,1926,1822,2111,1749,1750,1711,1880,2079
Ccdc107,13947,13037,12505,8964,9029,9844,14942,12386
Ccdc109b,704,727,871,697,772,798,727,645
Ccdc112,402,331,385,432,448,381,412,561
Ccdc115,630,515,589,671,692,640,765,733
Ccdc116,1083,1130,1373,1325,1259,1329,1055,1646
Ccdc117,6317,5009,5624,4716,4761,3820,5344,5797
Ccdc124,7450,8144,8804,8653,7806,7827,9089,8806
Ccdc126,720,695,817,572,528,478,749,779
Ccdc127,721,345,444,464,403,529,469,594
Ccdc130,1,1,2,6,5,6,1,2
Ccdc132,813,578,701,457,405,311,529,605
Ccdc138,766,484,578,1485,1846,1753,738,956
Ccdc142,1651,1584,1748,1553,1369,1390,1546,1484
Ccdc142os,656,545,585,989,845,896,550,549
Ccdc148,2758,2325,2795,769,777,734,3675,3657
Ccdc149,1108,1036,1193,1637,1582,1583,1912,1944
Ccdc150,12,6,6,8,11,4,4,6
Ccdc152,22,10,13,41,30,48,29,54
Ccdc154,11,17,25,9,11,16,15,15
Ccdc157,266,211,244,222,230,233,292,250
Ccdc158,3413,3574,4108,2301,2159,2240,2925,2629
Ccdc159,923,801,804,613,532,638,882,968
Ccdc160,44584,26980,28849,42175,51603,56391,29296,39659
Ccdc163,57,20,38,41,42,33,95,89
Ccdc167,1662,1821,1701,2481,2308,2271,2058,1844
Ccdc170,15,27,22,6,7,4,7,5
Ccdc174,3,0,4,6,3,5,4,3
Ccdc176,141,148,129,94,98,99,134,123
Ccdc183,0,0,1,5,6,21,2,5
Ccdc184,1209,1574,1674,1787,2010,1941,1209,1089
Ccdc186,267,216,255,202,191,186,212,315
Ccdc25,243,211,233,172,184,146,183,195
Ccdc28a,963,970,1082,794,767,760,758,719
Ccdc28b,7,3,0,2,4,2,0,1
Ccdc30,3988,4525,4875,3736,3621,3647,3932,3685
Ccdc32,211,241,248,208,244,185,125,158
Ccdc33,2810,2384,2965,2095,1924,1915,2107,1945
Ccdc34,1509,1092,1318,1394,1177,1285,817,1292
Ccdc36,9,6,12,10,8,9,5,5
Ccdc37,376,348,370,381,329,318,343,352
Ccdc39,3473,3006,3306,2655,2685,2311,3594,3713
Ccdc40,1592,2378,2758,2358,2188,2131,2452,2423
Ccdc47,10141,11491,12485,8386,7678,8410,8876,7167
Ccdc50,4451,3863,4723,3801,3540,3239,4200,4511
Ccdc50-ps,252,161,200,146,122,141,176,196
Ccdc53,94,64,55,72,92,70,93,93
Ccdc55,3695,3736,4323,3838,3668,3793,4030,3448
Ccdc57,831,695,835,1056,982,1096,1373,1254
Ccdc6,1384,1282,1404,1375,1232,1236,1501,1448
Ccdc62,2616,2760,3104,3136,3019,2870,3599,4035
Ccdc63,198,181,232,121,105,105,177,172
Ccdc64,34,11,11,28,32,53,22,24
Ccdc64b,345,402,473,408,412,372,337,305
Ccdc69,704,479,606,537,531,437,682,765
Ccdc71l,2148,2001,2213,2258,2175,2333,2638,2471
Ccdc73,1746,1656,1851,2480,2158,2384,1924,1961
Ccdc77,95,39,59,80,71,79,70,157
Ccdc85a,2362,2646,3168,609,516,535,640,463
Ccdc88a,2,1,1,4,6,6,2,6
Ccdc88b,57,52,52,63,66,61,51,48
Ccdc88c,1202,1280,1405,1101,1090,1062,1280,1215
Ccdc9,403,294,383,209,163,171,375,305
Ccdc91,1567,1404,1550,1459,1485,1332,1568,1684
Ccdc93,448,393,361,251,260,234,387,332
Ccdc94,2575,2503,3202,2621,2782,2652,2456,2329
Ccdc97,81,63,75,72,91,76,71,78
Ccl11,2464,2544,2811,3086,2936,2991,2830,2662
Ccl17,478,707,772,520,518,573,624,677
Ccl19,3,1,4,5,10,5,3,1
Ccl2,6091,5953,7056,5478,5262,5264,5939,5351
Ccl22,14754,14815,16411,15521,14647,13513,17307,18181
Ccl24,251,243,291,295,281,231,263,260
Ccl26,0,3,4,1,6,1,5,1
Ccl27a,511,439,451,663,739,535,633,765
Ccl3,104,125,158,119,121,98,94,70
